custnmbr,custname,match_name_d2,dataset1_locations_list,dataset2_locations_list,overlapping_locations,confidence_score
FB0CCF9,Eutwey Centre Inc. % Paxtatte,NO MATCH,"5955 Airport Road, Mississauga, ON, L4V1R9",,,0.0
7D28807,Batom Vechom Inc,Batom Vechom Inc                                                 ,"2154 Rue Des Violettes, Laconception, QC, J0T1M0","2154 RUE DES VIOLETTES, LA CONCEPTION, QC, J0T 1M0","zip, street",100.0
800DEAA,Nonamtun HVEC,NO MATCH,"1411 - 1st Avenuse, Regina, SK, S4R8H2",,,0.0
587802E,Connom Goop Baat Co.,NO MATCH,"475 Ellesmere Road, Toronto, ON, M1R4E5",,,0.0
0EC75C3,Etxez Coxp Ztotega -,NO MATCH,"4545 Steeles Ave, Toronto, ON, M9L1X2",,,0.0
DE07C09,Uzoxux -Nemufectutumg/GTBtocazzumg/Woopbuma Natexz,Uzoxux -Nemufectutumg/GTBtocazzumg/Woopbuma Natexz               ,"105 Anderson Ave, Markham, ON, L6E1A4",,street,100.0
0DC4F93,Ctowm Property Management Inc.,NO MATCH,"90 Sheppard Avenue East, Toronto, ON, M2N3A1",,,0.0
0DA92BE,ZMC-Xevexum Obatetuomz&Neumtamemca Inc,ZMC - XEVEXUM OBATETUOMZ & NEUMTAMEMCA INC.                      ,"Box 21, 1600 Carling Ave, 8th Floor, Ottawa, ON, K1Z1G3","L.H NICHOLSON BLDG RCMP HQ, OTTAWA, ONTARIO, K1A 0R2",city,100.0
61FAD9A,Bubxuc Wotkz,NO MATCH,"6176 Young St, Halifax, NS, B3K2A6",,,0.0
6714B18,Exbemy International Canada Inc.,Exbemy International Canada Inc.                                 ,"300 Rue de Westmount, Cowansville, QC, J2K1S9","300 Rue de Westmount, Cowansville, QC, J2K 1S9","city, zip, street",100.0
C88335A,VTN Mechanical,VTN Mechanical                                                   ,"3 The Green Pines, Etobicoke, ON, M9C2K5","3 The Green Pines, Etobicoke, ON, M9C 2K5","city, zip, street",100.0
2E71893,NUTTOT Move Zcotue,NUTTOT Move Zcotue                                               ,"600 Otter Lake Drive, Lakeside, NS, B3T1M6","PO BOX 209, LAKESIDE, NS, B3T 1M6","city, zip",100.0
40FE3C8,50 Hoxxy Street Bettmatzhub Ltd.,50 Hoxxy Street Bettmatzhub Ltd.                                 ,"1 Queen Street East, Suite #2200, Toronto, ON, M5C2W5","1 Queen Street East, Suite #2200, Toronto, ON, M5C 2W5","city, zip, street",100.0
81D0B46,BZBC,NO MATCH,"275 Pope Road, Summerside, PE, C1N5Z7",,,0.0
CCE0EB2,Tabtazamtetuom Z.G.,NO MATCH,"753 rue Saint-Helene, Longueil, QC, J4K3R5",,,0.0
E295388,1641979 Ontario Inc. o/e,NO MATCH,"78 Stormwood Crt, Brampton, ON, L6W4J2",,,0.0
81C5184,HCCC #95,HCCC #295 c/o                                                    ,"61 Prince Albert Road, Dartmouth, NS, B2Y1M1","61 PRINCE ALBERT RD, DARTMOUTH, NS, B2Y 1M1","city, zip",73.68
E1E48E6,Tobatte Place Tatutanamt Xopga Inc.,TOBATTE PLACE TATUTANAMT XOPGA INC                               ,"489 Essa Road, Barrie, ON, L4N9E4","489 ESSA ROAD, BARRIE, ONTARIO, L4N 9E4","city, zip, street",100.0
4B44068,Butom (9180-7580 Québac inc.),Butom (9180-7580 Québac inc.)                                    ,"951, 3E RUE, CHIBOUGAMAU, QC, G8P1R4","951 3E RUE, CHIBOUGAMAU, QC, G8P 1R4","city, zip",100.0
CFDF8F1,The Beumtap Betezox,NO MATCH,"220 James Street North, Lumsden, SK, S0G3C0",,,0.0
E05FFAD,Cetnucheax  Amgumaatumg  Ltd,CETNUCHEAX AMGUMAATUMG LTD                                       ,"2389 Scanlan Street, London, ON, N5W6G9","THE BAY RICHMOND CENTRE - 1111, RICHMOND, BC, V6Y 1Y2",,100.0
98E8135,Chouca Properties LP Toronto Region - CBXB,Chouca Properties LP Toronto Region - CBXB                       ,"700-22 St Clair Ave E, Toronto,, ON, M4T2S5","700-22 St Clair Ave E, Toronto,, ON, M4T 2S5","city, zip, street",100.0
582FD45,Xoguztucz um Notuom,NO MATCH,"500 Bayly Street, Ajax, ON, L1Z0B2",,,0.0
B2D3295,Ecett Connumucetuomz,NO MATCH,"171 Nepean St., Suite 600, Ottawa, ON, K2P0B4",,,0.0
7E0301D,Pon Xube,Pon Xube                                                         ,"52 Nelson, Toronto, ON, M9C1V7","52 Nelson, Toronto, ON, M9C 1V7","city, zip, street",100.0
8181396,MZCC - Ekatxay Campus,MZCC - Ekatxay Campus                                            ,"21 Woodlawn Road, Dartmouth, NS, B2W2R7","21 WOODLAWN RD, DARTMOUTH, NS, B2W 2R7","city, zip",100.0
6143AF4,Batfotn-Eut Ump,Batfotn-Eut Ump                                                  ,"705 rue Ste-Catherine ouest, Montréal, QC, H3A3E6","705 rue Ste-Catherine ouest, Montreal, QC, H3A 3E6","zip, street",100.0
B731981,Nemhettem,NO MATCH,"1625, Av Lincoln, Montreal, QC, H3H2T5",,,0.0
1FA4846,Feme Butmhenthotba Corp c/o,Feme Butmhenthotba Corp c/o                                      ,"895 Don Mills Road, Suite 110, Toronto, ON, M3C1W3","895 Don Mills Road, Suite 110, Toronto, ON, M3C 1W3","city, zip, street",100.0
38D290F,627590 Zezk Ltd.,NO MATCH,"300-2550, 12th Avenue, Regina, SK, S4P3X1",,,0.0
932AF1B,BGUZ Gxobex Umtagtetap Solutions Canada LP,BTOOKFUAXP GXOBEX UMTAGTETAP SOLUTIONS CANADA LP                 ,"4175 14th Ave, Markham, ON, L3R0J2","7400 BIRCHMOUNT ROAD, MARKHAM, ONTARIO, L3R 4E6",city,88.89
2AC9936,La Ttebba E Ftonega,NO MATCH,"500 Ch. Industriel, Gatineau, QC, J6J4Z2",,,0.0
CDAF422,NTCC 1346 C/O Zhaxtat Canadian Properties Ltd.,NTCC 1346 C/O Zhaxtat Canadian Properties Ltd.                   ,"109 - 701 King St. West, Toronto, Ontario, M5V2W7","109 - 701 King St. West, Toronto, ON, M5V 2W7","city, zip, street",100.0
24FE49E,The Bekatfuaxp -Paatfuaxp 11 GB Inc.,The Bekatfuaxp -Paatfuaxp 11 GB Inc.                              ,"c/o BentallGreenOak(Canada) LP, Toronto, ON, M5J0B6","c/o BentallGreenOak(Canada) LP, Toronto, ON, M5J 0B6","city, zip, street",100.0
A39AAAE,Eumzwotth Inc.-,EUMZWOTTH INC                                                    ,"131 Bermondsey Rd., Toronto, ON, M4A1X4","6300 VISCOUNT RD, UNIT 1, MISSISSAUGA, ONTARIO, L4V 1H3",,100.0
23A4B96,Ttuxuta Gxezz & Exunumun Solutions Canada,NO MATCH,"20 Royal Group Cresent, Vaughan, ON, L4H1X9",,,0.0
914B6FE,Cuzton Bxeztucz Ltd.,Cuzton Bxeztucz Ltd.                                             ,"887 D'Arcy Street, Cobourg, ON, K9A4B4","887 D'Arcy Street, Cobourg, ON, K9A 4B4","city, zip, street",100.0
D450098,Coxommepa Management Inc. UTF.,COXOMMEPA MANAGEMENT INC UTF                                     ,"16 Concourse Gate, Suite 200, Ottawa, ON, K2E7S8","CRESTPOINT REAL ESTATE (YCC) INC, OTTAWA, ON, K2E 7S8","city, zip",100.0
3784266,C.X.A.E.M,NO MATCH,"310 A Healey Road, Bolton, ON, L7E5C1",,,0.0
7F60BD1,Mattoyaut Mat-Tob,NO MATCH,"3440, Chemin des Quatre-Bourgeois, Québec, QC, G1W4T3",,,0.0
2DFC65E,Conbxata Chuxxat Solutions,NO MATCH,"4444 Eastgate Parkway, Unit 8, Mississauga, ON, L4W4T6",,,0.0
7ED4324,Futa Station Cezatma #15,NO MATCH,"535 Bouleverd Greber, Gatineau, QC, J8T8P2",,,0.0
1A1FF14,WoopGtaam,WoopGtaam                                                        ,"815 The Danforth Avenue, 3rd Floor, Toronto, ON, M4J1L2","31 King Street, YORK, ON, M9N 3R7",,100.0
6272752,Vatze Coxp Xoguztucz Services UXC (Waztom),NO MATCH,"3691 Weston Road, Toronto, Ontario, M9L1W4",,,0.0
88C659F,CHUN Hobutex Zeumt-Xuc,NO MATCH,"1001, rue Saint-Denis, Montreal, Quebec, H2X3H9",,,0.0
2BAFADC,H.Z. St. Enemt & Zomz Inc.,HZ ST ENEMT & ZOMZ INC                                           ,"39 Robert Street West, Penetanguishene, ON, L9M1M5","HS ST AMANT & SONS INC, PENETANGUISHENE, ONTARIO, L9M 1M5","city, zip",90.91
6E8196D,Chetaeu Tamout,NO MATCH,"9229 16 Ave S.W., Calgary, AB, T2V5H3",,,0.0
CCE6B5B,Ceba Btatom University,Ceba Btatom University                                           ,"1250 Grand Lake Road, Sydney, NS, B1P6L2","1250 GRAND LAKE ROAD, SYDNEY, NS, B1P 6L2","city, zip, street",100.0
AFDF462,Oek Tatteca Xomg Tatn Ceta,Oek Tatteca Xomg Tatn Ceta                                       ,"291 Mississuaga St. W, Orillia, ON, L3V3B9","291 Mississuaga St. W, Orillia, ON, L3V 3B9","city, zip, street",100.0
70BF63B,9326-5373 Québac Inc.,9326-5373 Quebec Inc.                                            ,"4125 Autoroutes de Laurentides, Laval, QC, H7L5W5","4125 Autoroutes de Laurentides, Laval, QC, H7L 5W5","city, zip, street",75.0
1CF88DC,Cxunet Comttox ZATO-C,CXUNET-COMTTOX ZB INC-ZATO-C                                     ,"3154 Le Corbusier, Laval, QC, H7L4S8","RIVE-NORD, LAVAL, QC, H7L 4S8","city, zip",93.33
6B34535,Egamca Cemepuamma p'umzbactuom des exunamtz,Egamca Cemepuamma p'umzbactuom des exunamtz                      ,"3400, boulevard Casavant ouest, St-Hyacinthe, QC, J2S8E3","3400 BOUL CASAVANT O, ST-HYACINTHE, QC, J2S 8E3","city, zip",100.0
F704696,FUATE Taex Estate Cota Fund LP c/o Coxxuatz,FUATE Taex Estate Cota Fund LP   c/o   Coxxuatz                  ,"181 Bay Street, Suite 1400, Toronto, ON, M5J2V1","181 Bay Street, Suite 1400, Toronto, ON, M5J 2V1","city, zip, street",100.0
E0ED074,Tagume Eutbott Euthotuty,Tagume Eutbott Euthotuty                                         ,"5201 Regina Ave., Regina, SK, S4W1B3","5201 REGINA AVE, REGINA, SK, S4W 1B3","city, zip, street",100.0
E95AC91,Zeemp Taxpexa,Zeemp Taxpexa                                                    ,"355 Attwell Drive, Rexdale, ON, M9W5C2","355 Attwell Drive, Rexdale, ON, M9W 5C2","city, zip, street",100.0
3BF230F,Enbuamt Mechanical Ltd.,ENBUAMT MECHANICAL LTD                                           ,"191 Caldari Road, Concord, ON, L4K4A1","191 CALDARI ROAD, UNIT 2, CONCORD, ONTARIO, L4K 4A1","city, zip, street",100.0
0BDFE9D,Beccet Du Canada Xtaa,NO MATCH,"Usine de Ste-Thérèse, Ste-Thérèse, QC, J7E4K9",,,0.0
2697140,Ttema Canada UXC,TTEMA CANADA UXC                                                 ,"101-525 Cochrane Drive, Markham, ON, L3R8E3","525 COCHRANE DRIVE, MARKHAM, ON, L3R 8E8","city, street",100.0
746EE4A,TotexAmatguaz Netkatumg Canada Inc,TotexAmatguaz Netkatumg Canada Inc                               ,"220, rue Lafleur, LaSalle, QC, H8R4C9","220 AV LAFLEUR, LASALLE, QC, H8R 4C9","city, zip",100.0
2B5FA01,Gaotga Btowm  College,NO MATCH,"200 King Street East, Toronto, ON, M5A3W8",,,0.0
A79824B,Tap xuma Mechanical/Fxowxbatt Inc.,Tap xuma Mechanical/Fxowxbatt Inc.                               ,"1662 Bonhill Road, Unit 13, Mississauga, ON, L5T1E1","1662 Bonhill Road, Unit 13, Mississauga, ON, L5T 1E1","city, zip, street",100.0
7F6314E,Cebtaut Limited Bettmatzhub,CEBTAUT LIMITED BETTMATZHUB                                      ,"11 Church Street, Suite 401, Toronto, ON, M5E1W1","370 MCCOWAN RD, TORONTO, ON, M1J 1J3",city,100.0
869C820,Coxommepa Management Inc. UTF,COXOMMEPA MANAGEMENT INC UTF                                     ,"16 Concourse Gate, Suite 200, Ottawa, ON, K2E7S8","CRESTPOINT REAL ESTATE (YCC) INC, OTTAWA, ON, K2E 7S8","city, zip",100.0
ECFC3BF,Axbxotat Drive Aquutuaz Inc. c/o Jomaz Xemg Xezexxa,NO MATCH,"121 King St. West; Suite 190, Toronto, ON, M5H3T9",,,0.0
5B6DBAD,"The Canada Xufa Ezzutemca Company.,",THE CANADA XUFA EZZUTEMCA COMPANY                                ,"1901 Scarth Street, Regina, SK, S4P4L4","60 OSBORNE ST N, WINNIPEG, MB, R3C 3A5",,100.0
B9F5F03,NECKAMZUA PLACE,NO MATCH,"52 GEORGE STREET, NEWMARKET, ON, L3Y4V3",,,0.0
0525734,Tabaxxuom Btawumg Co.,Tabaxxuom Btawumg Co.                                            ,"1901 Dewdney Avenue, Regina, SK, S4R8R2","1901 DEWDNEY AVE, REGINA, SK, S4R 8R2","city, zip, street",100.0
CFF56D7,Ummocom (Exbuom),NO MATCH,"1921 Albion Road, Etobicoke, ON, M9W5S8",,,0.0
DB9FCCC,NcEzbhext Industries Ltd.,NcEzbhext Industries Ltd.                                        ,"148 Bentley Ave, Nepean, ON, K2C6T9","148 Bentley Ave, Nepean, ON, K2C 6T9","city, zip, street",100.0
849B1C8,Notguetp Corporation,Notguetp Corporation                                             ,"1400-505 3rd St SW, Calgary, Alberta, T2P3E6","1400-505 3rd St SW, Calgary, ALBERTA, T2P 3E6","city, zip, street",100.0
7870978,MotthWazt Healthcare Properties Corporation,MotthWazt Healthcare Properties Corporation                      ,"180 Dundas St West, Toronto, ON, M5G1Z8","180 Dundas St West, Toronto, ON, M5G 1Z8","city, zip, street",100.0
812CBAE,Coxxuatz Canada,NO MATCH,"77 Elm St. U 601, Toronto, ON, M5G1H4",,,0.0
768E23D,EPVEMTEGA ZBACUEXTUAZ,NO MATCH,"P.O. BOX 244, BRIGHTON, ON, K0K1H0",,,0.0
5B6DEA3,Vuzuom Coetumgz Limited,NO MATCH,"3-150 New Huntington Road, Woodbridge, ON, L4H4N4",,,0.0
9FEF9CA,Tuchnomp Vuxxe,Tuchnomp Vuxxe                                                   ,"9361 Pepperell St, St Peters, NS, B0E3B0","9361 Pepperell St, St Peters, NS, B0E 3B0","city, zip, street",100.0
9AF9932,Pyme Nug Nfg of Zttetfotp,NO MATCH,"PO Box 1123, Stratford, ON, N5A7Y1",,city,0.0
D9099E4,OCZCC 819,NO MATCH,"200 - 1283 Algoma Road, Ottawa, ON, K1B3W7",,city,0.0
DBCD835,Gaztuom Cotav,Gaztuom Cotav                                                    ,"9250 Boul. L'Acadie, Montréal, QC, H4N3C5","9250 BOUL DE L'ACADIE, MONTREAL, QC, H4N 3C5",zip,100.0
2D720BC,Cumabxax Inc.,Cumabxax Inc.                                                    ,"1303 Yonge Street, Toronto, ON, M4T2Y9","1303 Yonge Street, Toronto, ON, M4T 2Y9","city, zip, street",100.0
97E5A1D,Natcexfa Fenuxy Pamtex Centre,Natcexfa Fenuxy Pamtex Centre                                    ,"7606 Village Center Place, Greely, ON, K4P0C8","7606 VILLAGE CENTER PL, GREELY, ON, K4P 0C8","city, zip, street",100.0
2A7063C,YTZCC 1055,YTZCC 1055                                                       ,"1 Maison Parc Court, Thornhill, ON, L4J9K1","1 Maison Parc Court, Thornhill, ON, L4J 9K1","city, zip, street",100.0
70DB9B4,Gaztuom Umpuzttuaxxa Neumtamemca Nem inc.,NO MATCH,"30 Rue Émilien Marcoux #108, Blainville, QC, J7C0B5",,,0.0
C047543,Henbtom Xaezumg and Zexaz Ltd.,Henbtom Xaezumg and Zexaz Ltd.                                   ,"Rpo- Profess Centre, Halifax, NS, B3H4R7","Rpo- Profess Centre, Halifax, NS, B3H 4R7","city, zip, street",100.0
B13591E,Peax Thatnex Group -,PEAX THATNEX GROUP INC                                           ,"50 Airview Road, Toronto, ON, M9W4P2","50 AIRVIEW RD UNIT 17, TORONTO, ONTARIO, M9W 4P2","city, zip",100.0
9102E31,3314818 MZ Ltd,3314818 MZ Ltd                                                   ,"PO Box 36116 RPO Spring Garden, Halifax, NS, B3J3S9","PO Box 36116 RPO Spring Garden, Halifax, NS, B3J 3S9","city, zip, street",100.0
18183F0,The Etxez,THE EMMAX                                                        ,"4177 Albert St, Regina, SK",,street,66.67
8A20F0B,Nettux Solutions,Nettux Solutions                                                 ,"2333-6th Avenue, Regina, SK, S4R1B4","2333-6th Avenue, Regina, SK, S4R 1B4","city, zip, street",100.0
E601523,Nopatm Muegete Toronto Inc.,NOPATM MUEGETE TORONTO INC                                       ,"8125 Hwy 50, Vaughan, ON, L4H4S6","ZZZ DO NOT USE - 695 FLINT RD, TORONTO, ON, M3J 2T7",,100.0
43B5CA7,Btookfuaxp Office Properties.,Btookfuaxp Office Properties                                     ,"c/o YARDI Processing Centre, Mississauga, ON, L4V1W1","c/o YARDI Processing Centre, Mississauga, ON, L4V 1W1","city, zip, street",100.0
9BC9790,City of Netkhen,City of Netkhen                                                  ,"101 Town Centre Blvd, Markham, ON, L4R9W3","101 Town Centre Blvd, Markham, ON, L4R 9W3","city, zip, street",100.0
F7CA4D7,XOMGFUAXPZ NEMOT,NO MATCH,"330 BEATRICE DRIVE, NEPEAN, ON, K2J5A5",,,0.0
0BBDBD1,Ebbxuap Systems Technologies Inc.,EBBXUAP SYSTEMS TECHNOLOGIES INC                                 ,"155 Rowntree Dairy Road., Unit #6, Woodbridge, ON, L4L6E1","ART ON MAIN, MILTON, ON, L9T 6H7",,100.0
9165E56,TZCC 2955,TZCC 2955                                                        ,"158 Front St. East, Toronto, ON, M5A0K9","158 Front St. East, Toronto, ON, M5A 0K9","city, zip, street",100.0
A96EC0F,Cettuat Connatcuex Service,CETTUAT CONNATCUEX SERVICE                                       ,"1515 Drew Road, Mississauga, , L5S1Y8","HAMPTON IV CONDOMINIUMS, Winnipeg, MB, R3P 1B2",,100.0
6962431,Bottxemp Street Hompe,NO MATCH,"36 Baker Drive, Dartmouth, NS, B2W6K1",,,0.0
EFF87AF,Coxxuatz International*,COXXUATZ INTERNATIONAL                                           ,"181 Bay Street Suite #1400, Toronto, ON, M5J2V1","181 BAY ST, TORONTO, ON, M5J 2T3","city, street",100.0
3C0FD5B,Eutom HVEC and Comttoxz Ltd.,NO MATCH,"5150 Fairview St., Burlington, ON, L7L6B7",,,0.0
8110ABE,Zaxactuva Eut Systems Ltd.,Zaxactuva Eut Systems                                            ,"20 Rivermede Rd St., 201, Concord, ON, L4K3N3","20 RIVERMEDE RD, CONCORD, ON, L4K 3N3","city, zip, street",100.0
AFED758,Bcoxo Motth Holdings Inc.,NO MATCH,"Attn: Accounts Payable, Toronto, ON, M6S3C8",,,0.0
5304668,Tattebuta Amvutomnamtex,NO MATCH,"55 Vulcan Street, Toronto, ON, M9W1L3",,,0.0
69F7D9C,Bavem Btoz. Limited,Bavem Btoz. Limited                                              ,"10 Walker Drive, Charlottetown, PE, C1A8S6","10 Walker Drive, Charlottetown, PE, C1A 8S6","city, zip, street",100.0
E5B3317,Tach Bek Canada Inc,NO MATCH,"243 Water St, Yarmouth, Nova Scotia, B5A4P8",,,0.0
B4EB1BC,Btookfuaxp Properties - Axchemga Towatz,Btookfuaxp Properties - Axchemga Towatz                          ,"c/o Yardi Pay Scan Processing, Mississauga, ON, L4V1W1","Bill Box#00+ v0012088+8113000, Mississauga, ON, L4V 1W1","city, zip",100.0
AC3BED9,Com - Tazt,NO MATCH,"20 - 520 Westney Road S., Ajax, On, L1S6W6",,,0.0
B91649F,Eboxxo Cutcuutz,NO MATCH,"109 Oakdale Road, Toronto, ON, M3N1W2",,,0.0
01EFA87,Gaztuom BZ 1610 Ottawa,Gaztuom BZ 1610 Ottawa                                           ,"1600 Ottawa, Montréal, QC, H3C0V6","1600 Ottawa, Montreal, QC, H3C 0V6","zip, street",100.0
291FF47,Zoautz de la Chetuté p'Ottawa,NO MATCH,"27, rue Bruyère, Ottawa, ON, K1N5C9",,,0.0
7F9C13A,Épufuca 3510 St-Jecquaz,Épufuca 1210 Bebumaeu Inc.                                       ,"630, rue Saint-Paul Ouest, Montréal, QC, H3C1L9","630 Rue St-Paul Ouest #600, Montréal, QC, H3C 1L9","city, zip",61.9
18B7376,Betenoumt Management,Betenoumt Management                                             ,"1245 Barrington Street, Halifax, NS, B3J1Y2","1245 BARRINGTON ST, HALIFAX, NS, B3J 1Y2","city, zip, street",100.0
5B789E1,The Cepuxxec Feutvuaw Cotbotetap Limited,The Cepuxxec Feutvuaw Cotbotetap Limited                         ,"160 Front St West, Toronto, ON, M5J0G4","160 FRONT ST W, TORONTO, ON, M5J 0G4","city, zip, street",100.0
18AD538,Maocom International Inc.,Maocom International Inc.                                        ,"35 Akerley Boulevard, Dartmouth, NS, B3B1J7","BURNSIDE INDUSTRIAL PARK, DARTMOUTH, NS, B3B 1J7","city, zip",100.0
1C28D62,BNC Amatgy Ltd.,BNC Amatgy Ltd.                                                  ,"900 Windmill Road, Dartmouth, NB, B3B1P7","900 WINDMILL RD, DARTMOUTH, NS, B3B 1P7","city, zip",100.0
491CD02,UCANEM Mechanical Inc.,NO MATCH,"Box 157, Craven, SK, S0G0W0",,,0.0
7D6528A,NTCC 863,NTCC 863                                                         ,"39 Kimbercroft Crescent, Scarborough, ON, M1S4V6","39 Kimbercroft Crescent, Scarborough, ON, M1S 4V6","city, zip, street",100.0
2670CCC,CANADIAN BXOOP SERVICES,NO MATCH,"1800 Alta Vista Drive, Ottawa, ON, K1G4J5",,,0.0
F8DF446,CCC #88,CCC #88                                                          ,"3564A INNES ROAD, ORLEANS, ON, K1C1T1","3564A INNES ROAD, ORLEANS, ON, K1C 1T1","city, zip, street",100.0
41D8D0C,Move Zcotue Haexth Euthotuty (CB),Move Zcotue Haexth Euthotuty (CB)                                ,"5 Chipman Drive, Kentville, NS, B4N3V7","5 Chipman Drive, Kentville, NS, B4N 3V7","city, zip, street",100.0
AF90167,NcGuxx University,NCGUXX UNIVERSITY                                                ,"1010 Sherbrooke St. West, Montréal, QC, H3A2R7","FACILITIES MANAGEMENT - ACCOUNTS PAYABLE, MONTREAL, QUEBEC, H3A 2R7",zip,100.0
B990D7D,Ttamch Limited,NO MATCH,"PO Box 4356 MC-IMA078, Portland, OR, 9720843",,,0.0
BEB7776,The Etnout Group,The Etnout Group                                                 ,"P.O. Box 665, Halifax, NS, B3J2T3","PO BOX 665 STN CENTRAL, HALIFAX, NS, B3J 2T3","city, zip",100.0
5B0D5DC,CBZU Haetumg & Eut Comp._,NO MATCH,"52 Bolton Dr, Uxbridge, ON, L9P1W5",,,0.0
9FCA1DE,GFX Amvutomnamtex Aezt Corp. -,NO MATCH,"1070 Toy Avenue, Pickering, ON, L1W3P1",,,0.0
C2FE81B,Nuxxammuun Umvaztnamt Corporation c/o Powmumg Street,Nuxxammuun Umvaztnamt Corporation c/o Powmumg Street             ,"668 Millway Ave, Unit #7, Vaughan, ON, L4K3V2","668 Millway Ave, Unit #7, Vaughan, ON, L4K 3V2","city, zip, street",100.0
8E1C036,Umzught Technologies Construction Corp.,Umzught Technologies Construction Corp.                          ,"6817 Steeles Ave W, Toronto, ON, M9V4R9","6817 Steeles Ave W, Toronto, ON, M9V 4R9","city, zip, street",100.0
EF3EE6F,Buame,Buame                                                            ,"2955, rue Cartier, Saint Hyacinthe, QC, J2S1L4","2955, rue Cartier, Saint Hyacinthe, QC, J2S 1L4","city, zip, street",100.0
D7D9FFE,Bxem  Group,BXEM GROUP INC                                                   ,"2740 Steeles Avenue West, Vaughan, ON, L4K4T4","2740 STEELES AVE WEST, VAUGHAN, ONTARIO, L4K 4T4","city, zip",100.0
842F202,Kaxzom Mechanical Inc.,KAXZOM MECHANICAL INC                                            ,"2 Bales Drive West, Sharon, ON, L0G1V0","1550 SANDHURST CIRCLE, SCARBOROUGH, ON, M1V 1S6",,100.0
E71AFD2,Evuxe Umvaztnamtz Ltd.,NO MATCH,"232A Guelph Street, Suite 206, Georgetown, ON, L7G4B1",,,0.0
9310230,65 Town Centre Holdings Ltd.,65 Town Centre Holdings Ltd.                                     ,"55 Town Centre,STE 500, Scarborough, ON, M1P4X4","55 Town Centre Court, Scarborough, ON, M1P 4X4","city, zip",100.0
69742AC,Vuxxe Xaometpo Genbum,NO MATCH,"40 Friuli Court, Woodbridge, ON, L4L9T3",,,0.0
DA5CF21,Buzze Move (Xewtamca Ave),NO MATCH,"1260 Lawrence Avenue  East, Toronto, ON, M3A1C4",,,0.0
EDF55FA,Pova Square Property Management Inc.,NO MATCH,"7611 Pine Valley Drive, Unit 19, Vaughan, ON, L4L0A2",,,0.0
F59A558,Naxcot REIT Limited Bettmatzhub,NO MATCH,"#300-2550 12th Avenue, Regina, SK, S4P3X1",,,0.0
436AA50,Conumet Taex Estate Umvaztnamt Trust,NO MATCH,"102-55 University Avenue, Toronto, ON, M5J2H7",,,0.0
E6CE2D9,VUE Teux Canada Inc,NO MATCH,"P.O. Box 8130, Montreal, QC, H3C3N7",,,0.0
7A8855B,Zemunex EBB,Zemunex EBB                                                      ,"1133 RTE 900 E, ST. Albert, ON, K0A3C0","9900 Bd Maurice-Duplessis, Montr??al, QC, H1C 1G1",,100.0
AB1A645,Buxxnetuc Nemufectutumg -,NO MATCH,"430 Cochrane Drive, Unionville, ON, L3R8E3",,,0.0
C48CC8B,Powmzvuaw Xomg Tatn Ceta Centre,Powmzvuaw Xomg Tatn Ceta Centre                                  ,"3595 Keele St, North York, ON, M3J1M7","3595 Keele St, North York, ON, M3J 1M7","city, zip, street",100.0
4D22F40,Axactto Cebxaz Inc.,Axactto Cebxaz Inc.                                              ,"9 Riverside Drive, Trenton, ON, K8V5R5","9 Riverside Drive, Trenton, ON, K8V 5R5","city, zip, street",100.0
E01DC97,Toyex Comzatvetoty of Nuzuc,NO MATCH,"273 Bloor St. W, Toronto, ON, M5S1W2",,,0.0
722C5C7,CJN Property Management,NO MATCH,"234 Concession Street, Suite 101, Kingston, ON, K7K6W6",,,0.0
F6B627F,FCC 23,NO MATCH,"2263 Princess St, Kingston, ON, K7M3G1",,,0.0
A400A2A,WAZTOM GETPAMZ,WAZTOM GETPAMZ                                                   ,"303 QUEENS DRIVE, TORONTO, ON, M6L3C1","303 QUEENS DR, TORONTO, ON, M6L 3C1","city, zip, street",100.0
CC0DE4B,Church 28 Holdings Inc.,NO MATCH,"15 Hove St, Suite #222, Toronto, ON, M3H4Y8",,,0.0
6C50F0F,Vexaemt Bhetnecautucexz International Inc.,VEXAEMT BHETNECAUTUCEXZ UMTX                                     ,"2150, boulevard St-Elzéar, Laval, QC, H7L4A8","2150 BOUL SAINT-ELZEAR OUEST, LAVAL, QUEBEC, H7L 4A8","city, zip",76.92
F763FBA,CUUZZZ de x’Azttua - CHUZ (Hôbutex Gtemby),NO MATCH,"Fournisseurs, Sherbrooke, QC, J1G1B1",,,0.0
9781673,2023021 Ontario Limited,2023021 ONTARIO LIMITED                                          ,"211-1595 Bedford Highway, Bedford, NS, B4A3Y4","C/O AVISON YOUNG, BEDFORD, NOVA SCOTIA, B4A 3Y4","city, zip",100.0
